Afghanistan,"Almonds, with shell",34413,Official data
Afghanistan,"Anise, badian, fennel, coriander",18143,FAO data based on imputation methodology
Afghanistan,Apples,217192,Official data
Afghanistan,Apricots,18510,Official data
Afghanistan,Barley,56781,Official data
Afghanistan,Berries nes,21776,FAO data based on imputation methodology
Afghanistan,Cotton lint,13034,FAO estimate
Afghanistan,Cottonseed,25672,FAO estimate
Afghanistan,Figs,6073,FAO data based on imputation methodology
Afghanistan,"Fruit, citrus nes",2802,FAO data based on imputation methodology
Afghanistan,"Fruit, fresh nes",63702,FAO data based on imputation methodology
Afghanistan,"Fruit, stone nes",52171,FAO data based on imputation methodology
Afghanistan,Grapes,984081,Official data
Afghanistan,Linseed,1486,FAO data based on imputation methodology
Afghanistan,Maize,106670,Official data
Afghanistan,"Melons, other (inc.cantaloupes)",329241,FAO data based on imputation methodology
Afghanistan,Millet,11640,FAO data based on imputation methodology
Afghanistan,Nuts nes,1448,FAO data based on imputation methodology
Afghanistan,Olives,7770,FAO data based on imputation methodology
Afghanistan,"Onions, dry",150651,FAO data based on imputation methodology
Afghanistan,Oranges,4707,FAO data based on imputation methodology
Afghanistan,Peaches and nectarines,47935,Official data
Afghanistan,Pears,16351,FAO data based on imputation methodology
Afghanistan,Pistachios,2734,FAO data based on imputation methodology
Afghanistan,Plums and sloes,29197,FAO data based on imputation methodology
Afghanistan,Potatoes,615684,Official data
Afghanistan,Pulses nes,61778,FAO data based on imputation methodology
Afghanistan,"Rice, paddy",352177,Official data
Afghanistan,Seed cotton,39496,Official data
Afghanistan,Sesame seed,32000,Unofficial figure
Afghanistan,Spices nes,5,FAO data based on imputation methodology
Afghanistan,Sugar beet,5363,Official data
Afghanistan,Sugar cane,25421,Official data
Afghanistan,Sunflower seed,387,FAO data based on imputation methodology
Afghanistan,"Vegetables, fresh nes",591350,FAO data based on imputation methodology
Afghanistan,"Walnuts, with shell",10804,Official data
Afghanistan,Watermelons,381238,FAO data based on imputation methodology
Afghanistan,Wheat,3613300,Official data
Albania,Apples,108375,Official data
Albania,Apricots,5139,Official data
Albania,Barley,9655,Official data
Albania,"Beans, dry",24542,Official data
Albania,"Beans, green",11949,Official data
Albania,"Broad beans, horse beans, dry",207,FAO data based on imputation methodology
Albania,Cabbages and other brassicas,52857,Official data
Albania,Carrots and turnips,10236,Official data
Albania,Cauliflowers and broccoli,4648,Official data
Albania,Cherries,19210,Official data
Albania,"Cherries, sour",18366,FAO data based on imputation methodology
Albania,Chestnut,5242,Official data
Albania,"Chillies and peppers, green",81317,Official data
Albania,Cotton lint,270,FAO estimate
Albania,Cottonseed,540,FAO estimate
Albania,Cucumbers and gherkins,120351,Official data
Albania,Dates,13423,Official data
Albania,Eggplants (aubergines),31491,Official data
Albania,Figs,24448,Official data
Albania,"Fruit, citrus nes",20,Official data
Albania,"Fruit, fresh nes",3940,Official data
Albania,"Fruit, stone nes",,Data not available
Albania,Garlic,13696,Official data
Albania,Grapes,184832,Official data
Albania,Hops,1937,FAO data based on imputation methodology
Albania,"Leeks, other alliaceous vegetables",35076,Official data
Albania,Lemons and limes,3768,Official data
Albania,Lettuce and chicory,19487,Official data
Albania,Maize,391104,Official data
Albania,"Melons, other (inc.cantaloupes)",41764,Official data
Albania,Mushrooms and truffles,100,FAO estimate
Albania,Nuts nes,7954,Official data
Albania,Oats,34893,Official data
Albania,Okra,8759,FAO data based on imputation methodology
Albania,Olives,117573,Official data
Albania,"Onions, dry",100034,Official data
Albania,"Onions, shallots, green",38760,Official data
Albania,Oranges,10779,Official data
Albania,Peaches and nectarines,19472,Official data
Albania,Pears,13565,Official data
Albania,"Peas, green",4828,Official data
Albania,Plums and sloes,41241,Official data
Albania,Potatoes,254543,Official data
Albania,Pulses nes,711,FAO data based on imputation methodology
Albania,"Pumpkins, squash and gourds",18483,Official data
Albania,Quinces,4633,Official data
Albania,"Rice, paddy",0,Official data
Albania,Rye,2250,Official data
Albania,Seed cotton,820,FAO estimate
Albania,Sorghum,0,Official data
Albania,Soybeans,744,Official data
Albania,Spices nes,373,FAO data based on imputation methodology
Albania,Spinach,20552,Official data
Albania,Strawberries,4393,Official data
Albania,Sugar beet,27485,Official data
Albania,Sunflower seed,846,Official data
Albania,"Tangerines, mandarins, clementines, satsumas",30933,Official data
Albania,"Tobacco, unmanufactured",1693,Official data
Albania,Tomatoes,288626,Official data
Albania,"Vegetables, fresh nes",19298,Official data
Albania,"Vegetables, leguminous nes",93,FAO data based on imputation methodology
Albania,Vetches,2026,FAO data based on imputation methodology
Albania,Watermelons,239533,Official data
Albania,Wheat,240294,Official data
Algeria,"Almonds, with shell",57213,Official data
Algeria,Apples,487808,Official data
Algeria,Apricots,242243,Official data
Algeria,Artichokes,124659,Official data
Algeria,Bananas,319,FAO data based on imputation methodology
Algeria,Barley,1957327,Official data
Algeria,"Beans, dry",2811,Official data
Algeria,"Beans, green",93184,Official data
Algeria,"Broad beans, horse beans, dry",54878,Official data
Algeria,Cabbages and other brassicas,107412,Official data
Algeria,Carobs,2880,Official data
Algeria,Carrots and turnips,431883,Official data
Algeria,Cauliflowers and broccoli,207697,Official data
Algeria,Cherries,8818,Official data
Algeria,Chick peas,38274,Official data
Algeria,"Chillies and peppers, dry",13793,FAO data based on imputation methodology
Algeria,"Chillies and peppers, green",651045,Official data
Algeria,Cotton lint,26,FAO estimate
Algeria,Cottonseed,52,FAO estimate
Algeria,Cucumbers and gherkins,193647,Official data
Algeria,Dates,1094700,Official data
Algeria,Eggplants (aubergines),181618,Official data
Algeria,Figs,109214,Official data
Algeria,"Fruit, citrus nes",627,FAO data based on imputation methodology
Algeria,"Fruit, fresh nes",141070,Official data
Algeria,"Fruit, stone nes",26345,Official data
Algeria,"Fruit, tropical fresh nes",,Data not available
Algeria,Garlic,202201,Official data
Algeria,Grapefruit (inc. pomelos),1670,Official data
Algeria,Grapes,502978,Official data
Algeria,"Groundnuts, with shell",11886,Official data
Algeria,Lemons and limes,78798,Official data
Algeria,Lentils,29663,Official data
Algeria,Maize,4142,Official data
Algeria,Mushrooms and truffles,1874,FAO data based on imputation methodology
Algeria,Oats,118018,Official data
Algeria,Olives,860784,Official data
Algeria,"Onions, dry",1399691,Official data
Algeria,"Onions, shallots, green",365,FAO data based on imputation methodology
Algeria,Oranges,1134194,Official data
Algeria,Peaches and nectarines,190420,Official data
Algeria,Pears,200176,Official data
Algeria,"Peas, dry",11472,Official data
Algeria,"Peas, green",186203,Official data
Algeria,Plums and sloes,111471,Official data
Algeria,Potatoes,4653322,Official data
Algeria,Pulses nes,540,Official data
Algeria,"Pumpkins, squash and gourds",388875,Official data
Algeria,Quinces,11693,Official data
Algeria,Rapeseed,22630,FAO data based on imputation methodology
Algeria,"Rice, paddy",313,FAO data based on imputation methodology
Algeria,Seed cotton,80,FAO estimate
Algeria,Sorghum,3622,Official data
Algeria,Strawberries,,Data not available
Algeria,Sugar beet,,Data not available
Algeria,Sunflower seed,88,FAO data based on imputation methodology
Algeria,"Tangerines, mandarins, clementines, satsumas",262764,Official data
Algeria,"Tobacco, unmanufactured",10686,Official data
Algeria,Tomatoes,1309745,Official data
Algeria,Triticale,240,Official data
Algeria,"Vegetables, fresh nes",1121458,Official data
Algeria,"Vegetables, leguminous nes",308689,Official data
Algeria,Vetches,72,FAO data based on imputation methodology
Algeria,Watermelons,2095757,Official data
Algeria,Wheat,3981219,Official data
American Samoa,Bananas,844,FAO data based on imputation methodology
American Samoa,"Beans, green",105,FAO data based on imputation methodology
American Samoa,Cabbages and other brassicas,223,FAO data based on imputation methodology
American Samoa,Cassava,73,FAO data based on imputation methodology
American Samoa,"Cocoa, beans",1,FAO data based on imputation methodology
American Samoa,Coconuts,7336,FAO data based on imputation methodology
American Samoa,Cucumbers and gherkins,289,FAO data based on imputation methodology
American Samoa,Eggplants (aubergines),155,FAO data based on imputation methodology
American Samoa,"Fruit, citrus nes",32,FAO data based on imputation methodology
American Samoa,"Fruit, fresh nes",,Data not available
American Samoa,"Maize, green",34,FAO data based on imputation methodology
American Samoa,"Melons, other (inc.cantaloupes)",40,FAO data based on imputation methodology
American Samoa,"Onions, shallots, green",21,FAO data based on imputation methodology
American Samoa,Pineapples,631,FAO data based on imputation methodology
American Samoa,Sugar cane,30,FAO data based on imputation methodology
American Samoa,Taro (cocoyam),10347,FAO data based on imputation methodology
American Samoa,"Tobacco, unmanufactured",,Data not available
American Samoa,Tomatoes,82,FAO data based on imputation methodology
American Samoa,"Vegetables, fresh nes",159,FAO data based on imputation methodology
American Samoa,Yams,1102,FAO data based on imputation methodology
Angola,Bananas,3492184,FAO data based on imputation methodology
Angola,"Bastfibres, other",829,FAO data based on imputation methodology
Angola,"Beans, dry",314932,FAO data based on imputation methodology
Angola,Cabbages and other brassicas,355233,FAO data based on imputation methodology
Angola,"Cashew nuts, with shell",2170,FAO data based on imputation methodology
Angola,Cassava,8659552,FAO data based on imputation methodology
Angola,Castor oil seed,4113,FAO data based on imputation methodology
Angola,"Cocoa, beans",454,FAO data based on imputation methodology
Angola,"Coffee, green",16079,FAO data based on imputation methodology
Angola,Cotton lint,1000,FAO estimate
Angola,Cottonseed,3200,FAO estimate
Angola,Flax fibre and tow,,Data not available
Angola,"Fruit, citrus nes",311450,FAO data based on imputation methodology
Angola,"Fruit, fresh nes",39291,FAO data based on imputation methodology
Angola,"Groundnuts, with shell",154883,FAO data based on imputation methodology
Angola,Maize,2271102,FAO data based on imputation methodology
Angola,Millet,51915,FAO data based on imputation methodology
Angola,Oil palm fruit,280500,FAO estimate
Angola,"Oil, palm",53000,Unofficial figure
Angola,"Onions, shallots, green",29663,FAO data based on imputation methodology
Angola,Palm kernels,22440,FAO estimate
Angola,Pineapples,597662,FAO data based on imputation methodology
Angola,Potatoes,806552,FAO data based on imputation methodology
Angola,"Rice, paddy",56441,FAO data based on imputation methodology
Angola,Seed cotton,5500,FAO estimate
Angola,Sesame seed,3237,FAO data based on imputation methodology
Angola,Sisal,528,FAO data based on imputation methodology
Angola,Sorghum,62467,FAO data based on imputation methodology
Angola,Soybeans,11557,FAO data based on imputation methodology
Angola,Sugar cane,572948,FAO data based on imputation methodology
Angola,Sunflower seed,12089,FAO data based on imputation methodology
Angola,Sweet potatoes,1274871,FAO data based on imputation methodology
Angola,"Tobacco, unmanufactured",2903,FAO data based on imputation methodology
Angola,Tomatoes,16842,FAO data based on imputation methodology
Angola,"Vegetables, fresh nes",413293,FAO data based on imputation methodology
Angola,Wheat,2820,FAO data based on imputation methodology
Antigua and Barbuda,Bananas,270,FAO data based on imputation methodology
Antigua and Barbuda,"Beans, green",102,FAO data based on imputation methodology
Antigua and Barbuda,Cabbages and other brassicas,127,FAO data based on imputation methodology
Antigua and Barbuda,Carrots and turnips,302,FAO data based on imputation methodology
Antigua and Barbuda,Cassava,136,FAO data based on imputation methodology
Antigua and Barbuda,"Chillies and peppers, green",101,FAO data based on imputation methodology
Antigua and Barbuda,Cotton lint,30,FAO estimate
Antigua and Barbuda,Cottonseed,65,FAO estimate
Antigua and Barbuda,Cucumbers and gherkins,76,FAO data based on imputation methodology
Antigua and Barbuda,Eggplants (aubergines),416,FAO data based on imputation methodology
Antigua and Barbuda,"Fruit, tropical fresh nes",6965,FAO data based on imputation methodology
Antigua and Barbuda,Lemons and limes,454,FAO data based on imputation methodology
Antigua and Barbuda,Maize,75,FAO data based on imputation methodology
Antigua and Barbuda,"Mangoes, mangosteens, guavas",1404,FAO data based on imputation methodology
Antigua and Barbuda,"Melons, other (inc.cantaloupes)",1122,FAO data based on imputation methodology
Antigua and Barbuda,"Onions, dry",324,FAO data based on imputation methodology
Antigua and Barbuda,Pineapples,425,FAO data based on imputation methodology
Antigua and Barbuda,"Pumpkins, squash and gourds",360,FAO data based on imputation methodology
Antigua and Barbuda,Seed cotton,105,FAO estimate
Antigua and Barbuda,Sugar cane,,Data not available
Antigua and Barbuda,Sweet potatoes,273,FAO data based on imputation methodology
Antigua and Barbuda,Taro (cocoyam),39,FAO data based on imputation methodology
Antigua and Barbuda,Tomatoes,511,FAO data based on imputation methodology
Antigua and Barbuda,"Vegetables, fresh nes",201,FAO data based on imputation methodology
Antigua and Barbuda,Yams,145,FAO data based on imputation methodology
Argentina,"Almonds, with shell",802,FAO data based on imputation methodology
Argentina,"Anise, badian, fennel, coriander",3073,FAO data based on imputation methodology
Argentina,Apples,510478,Official data
Argentina,Apricots,26935,FAO data based on imputation methodology
Argentina,Artichokes,110657,FAO data based on imputation methodology
Argentina,Asparagus,11846,FAO data based on imputation methodology
Argentina,Avocados,4154,FAO data based on imputation methodology
Argentina,Bananas,174585,FAO data based on imputation methodology
Argentina,Barley,5061069,Official data
Argentina,"Beans, dry",473389,Official data
Argentina,"Beans, green",3121,FAO data based on imputation methodology
Argentina,"Broad beans, horse beans, dry",16599,FAO data based on imputation methodology
Argentina,Canary seed,22278,Official data
Argentina,Carrots and turnips,283462,FAO data based on imputation methodology
Argentina,Cassava,194452,FAO data based on imputation methodology
Argentina,Castor oil seed,,Data not available
Argentina,Cereals nes,15823,FAO data based on imputation methodology
Argentina,Cherries,7285,FAO data based on imputation methodology
Argentina,Chick peas,144541,Unofficial figure
Argentina,"Chillies and peppers, dry",3180,FAO data based on imputation methodology
Argentina,"Chillies and peppers, green",152216,FAO data based on imputation methodology
Argentina,Cotton lint,300000,FAO estimate
Argentina,Cottonseed,420000,FAO estimate
Argentina,Fibre crops nes,1327,FAO data based on imputation methodology
Argentina,Figs,865,FAO data based on imputation methodology
Argentina,Flax fibre and tow,2661,FAO data based on imputation methodology
Argentina,Garlic,148156,FAO data based on imputation methodology
Argentina,Grapefruit (inc. pomelos),114118,Official data
Argentina,Grapes,2573311,Official data
Argentina,"Groundnuts, with shell",921231,Official data
Argentina,Hops,481,FAO data based on imputation methodology
Argentina,Lemons and limes,1989400,Official data
Argentina,Lentils,18605,Unofficial figure
Argentina,Linseed,19515,Official data
Argentina,Lupins,173,FAO data based on imputation methodology
Argentina,Maize,43462323,Official data
Argentina,"Mangoes, mangosteens, guavas",2206,FAO data based on imputation methodology
Argentina,Maté,302099,Official data
Argentina,"Melons, other (inc.cantaloupes)",81861,FAO data based on imputation methodology
Argentina,Millet,2254,Official data
Argentina,Oats,491713,Official data
Argentina,Oilseeds nes,0,FAO data based on imputation methodology
Argentina,Olives,174709,FAO data based on imputation methodology
Argentina,"Onions, dry",707496,FAO data based on imputation methodology
Argentina,Oranges,1006779,Official data
Argentina,Papayas,2182,FAO data based on imputation methodology
Argentina,Peaches and nectarines,226000,Official data
Argentina,Pears,565697,Official data
Argentina,"Peas, dry",109736,Unofficial figure
Argentina,"Peas, green",28868,FAO data based on imputation methodology
Argentina,Peppermint,7063,FAO data based on imputation methodology
Argentina,Pineapples,3303,FAO data based on imputation methodology
Argentina,Plums and sloes,176000,Official data
Argentina,Potatoes,2340103,FAO data based on imputation methodology
Argentina,"Pumpkins, squash and gourds",267450,FAO data based on imputation methodology
Argentina,Quinces,28482,FAO data based on imputation methodology
Argentina,Rapeseed,35449,Official data
Argentina,"Rice, paddy",1367968,Official data
Argentina,Rye,86098,Official data
Argentina,Safflower seed,27839,Official data
Argentina,Seed cotton,813692,Official data
Argentina,Sorghum,1563445,Official data
Argentina,Soybeans,37787927,Official data
Argentina,Spices nes,1492,FAO data based on imputation methodology
Argentina,Strawberries,14888,FAO data based on imputation methodology
Argentina,String beans,49105,FAO data based on imputation methodology
Argentina,Sugar cane,19039561,FAO data based on imputation methodology
Argentina,Sunflower seed,3537545,Official data
Argentina,Sweet potatoes,339359,FAO data based on imputation methodology
Argentina,"Tangerines, mandarins, clementines, satsumas",431374,Official data
Argentina,Tea,81981,Official data
Argentina,"Tobacco, unmanufactured",104093,Official data
Argentina,Tomatoes,653485,FAO data based on imputation methodology
Argentina,Tung nuts,5842,FAO data based on imputation methodology
Argentina,"Vegetables, fresh nes",960810,FAO data based on imputation methodology
Argentina,"Walnuts, with shell",18412,Official data
Argentina,Watermelons,126466,FAO data based on imputation methodology
Argentina,Wheat,18518045,Official data
Armenia,"Almonds, with shell",,Data not available
Armenia,Apples,109939,Official data
Armenia,Apricots,104035,Official data
Armenia,Barley,124167,Official data
Armenia,"Beans, dry",2531,Official data
Armenia,Berries nes,12072,Official data
Armenia,Cabbages and other brassicas,89461,Official data
Armenia,Carrots and turnips,16681,Official data
Armenia,Cauliflowers and broccoli,14889,Official data
Armenia,Cereals nes,9366,Official data
Armenia,Cherries,12517,Official data
Armenia,"Cherries, sour",4737,Official data
Armenia,Cucumbers and gherkins,50599,Official data
Armenia,Figs,1227,Official data
Armenia,"Fruit, fresh nes",1267,FAO data based on imputation methodology
Armenia,"Fruit, stone nes",,Data not available
Armenia,"Fruit, tropical fresh nes",4424,Official data
Armenia,Garlic,10490,Official data
Armenia,Grapes,179668,Official data
Armenia,"Hazelnuts, with shell",342,Official data
Armenia,Lentils,217,Official data
Armenia,Linseed,546,Official data
Armenia,Maize,7615,Official data
Armenia,Mushrooms and truffles,300,FAO estimate
Armenia,Oats,4899,Official data
Armenia,"Onions, dry",39279,Official data
Armenia,Peaches and nectarines,52247,Official data
Armenia,Pears,14191,Official data
Armenia,"Peas, dry",127,Official data
Armenia,"Peas, green",1155,Official data
Armenia,Plums and sloes,21164,Official data
Armenia,Potatoes,415050,Official data
Armenia,Pulses nes,948,FAO data based on imputation methodology
Armenia,Quinces,2269,Official data
Armenia,"Rice, paddy",,Data not available
Armenia,Rye,842,Official data
Armenia,Seed cotton,,Data not available
Armenia,Sugar beet,54173,FAO data based on imputation methodology
Armenia,Sunflower seed,,Data not available
Armenia,"Tobacco, unmanufactured",914,Official data
Armenia,Tomatoes,138124,Official data
Armenia,"Vegetables, fresh nes",199320,Official data
Armenia,Vetches,,Data not available
Armenia,"Walnuts, with shell",3298,Official data
Armenia,Watermelons,126812,Official data
Armenia,Wheat,187453,Official data
Australia,"Almonds, with shell",69880,Official data
Australia,"Anise, badian, fennel, coriander",1264,FAO data based on imputation methodology
Australia,Apples,268355,Official data
Australia,Apricots,8801,Official data
Australia,Asparagus,7233,FAO data based on imputation methodology
Australia,Avocados,63486,Official data
Australia,Bananas,373931,Official data
Australia,Barley,9253852,Official data
Australia,"Beans, dry",32569,FAO data based on imputation methodology
Australia,"Beans, green",45903,Official data
Australia,Berries nes,4821,FAO data based on imputation methodology
Australia,Blueberries,5138,FAO data based on imputation methodology
Australia,"Broad beans, horse beans, dry",377740,FAO data based on imputation methodology
Australia,Cabbages and other brassicas,92877,Official data
Australia,Canary seed,4847,FAO data based on imputation methodology
Australia,Carrots and turnips,284707,Official data
Australia,Cauliflowers and broccoli,117461,Official data
Australia,Cherries,15964,Official data
Australia,Chick peas,998231,Official data
Australia,"Chillies and peppers, green",49039,Official data
Australia,Cotton lint,950395,Official data
Australia,Cottonseed,1414000,Unofficial figure
Australia,"Cow peas, dry",,Data not available
Australia,Cucumbers and gherkins,17681,FAO data based on imputation methodology
Australia,Currants,541,FAO data based on imputation methodology
Australia,Fibre crops nes,,Data not available
Australia,Figs,75,FAO data based on imputation methodology
Australia,Flax fibre and tow,,Data not available
Australia,"Fruit, citrus nes",1538,FAO data based on imputation methodology
Australia,"Fruit, stone nes",,Data not available
Australia,"Fruit, tropical fresh nes",7647,FAO data based on imputation methodology
Australia,Grapefruit (inc. pomelos),9518,FAO data based on imputation methodology
Australia,Grapes,1663557,Official data
Australia,"Groundnuts, with shell",14978,Official data
Australia,Hops,705,FAO data based on imputation methodology
Australia,Kiwi fruit,2861,FAO data based on imputation methodology
Australia,Lemons and limes,33421,FAO data based on imputation methodology
Australia,Lentils,255185,FAO data based on imputation methodology
Australia,Lettuce and chicory,148349,Official data
Australia,Linseed,6000,Unofficial figure
Australia,Lupins,714254,Official data
Australia,Maize,387240,Official data
Australia,"Maize, green",97224,Official data
Australia,"Mangoes, mangosteens, guavas",56893,Official data
Australia,"Melons, other (inc.cantaloupes)",224672,Official data
Australia,Millet,35922,FAO data based on imputation methodology
Australia,Mushrooms and truffles,51222,Official data
Australia,Mustard seed,,Data not available
Australia,Nuts nes,44014,Official data
Australia,Oats,1227837,Official data
Australia,Olives,62179,Official data
Australia,"Onions, dry",278938,Official data
Australia,Oranges,378233,Official data
Australia,Papayas,6402,FAO data based on imputation methodology
Australia,Peaches and nectarines,82407,Official data
Australia,Pears,103748,Official data
Australia,"Peas, dry",317209,Official data
Australia,"Peas, green",22929,Official data
Australia,Persimmons,719,FAO data based on imputation methodology
Australia,Pineapples,88660,Official data
Australia,Pistachios,1529,FAO data based on imputation methodology
Australia,Plums and sloes,17837,FAO data based on imputation methodology
Australia,Potatoes,1188655,Official data
Australia,Pulses nes,37335,FAO data based on imputation methodology
Australia,"Pumpkins, squash and gourds",92707,Official data
Australia,Quinces,,Data not available
Australia,Rapeseed,3893071,Official data
Australia,Raspberries,707,FAO data based on imputation methodology
Australia,"Rice, paddy",635113,Official data
Australia,Rye,30762,FAO data based on imputation methodology
Australia,Safflower seed,4892,FAO data based on imputation methodology
Australia,Seed cotton,2500000,FAO estimate
Australia,Sorghum,1257219,Official data
Australia,Soybeans,63000,Unofficial figure
Australia,Spinach,10893,FAO data based on imputation methodology
Australia,Strawberries,57384,Official data
Australia,Sugar cane,33506830,Official data
Australia,Sunflower seed,31000,Unofficial figure
Australia,Sweet potatoes,70204,FAO data based on imputation methodology
Australia,"Tangerines, mandarins, clementines, satsumas",138007,Official data
Australia,"Tobacco, unmanufactured",2256,FAO data based on imputation methodology
Australia,Tomatoes,386376,Official data
Australia,Triticale,86957,Official data
Australia,"Vegetables, fresh nes",77528,FAO data based on imputation methodology
Australia,Vetches,12006,FAO data based on imputation methodology
Australia,"Walnuts, with shell",2681,FAO data based on imputation methodology
Australia,Watermelons,181667,FAO data based on imputation methodology
Australia,Wheat,20941134,Official data
Austria,Apples,387954,Official data
Austria,Apricots,9306,Official data
Austria,Asparagus,3075,Official data
Austria,Barley,695072,Official data
Austria,"Beans, dry",,Data not available
Austria,"Beans, green",6408,Official data
Austria,Berries nes,1423,Official data
Austria,"Broad beans, horse beans, dry",15991,Official data
Austria,Buckwheat,0,FAO data based on imputation methodology
Austria,Cabbages and other brassicas,53359,Official data
Austria,Carrots and turnips,93841,Official data
Austria,Cauliflowers and broccoli,4750,Official data
Austria,Cereals nes,39217,Official data
Austria,Cherries,10937,Official data
Austria,"Cherries, sour",1054,Official data
Austria,"Chillies and peppers, green",15742,Official data
Austria,Cucumbers and gherkins,44856,Official data
Austria,Currants,5354,Official data
Austria,Eggplants (aubergines),1130,Official data
Austria,Flax fibre and tow,,Data not available
Austria,Garlic,1119,Official data
Austria,Gooseberries,94,Official data
Austria,"Grain, mixed",8455,Official data
Austria,Grapes,367131,Official data
Austria,Hemp tow waste,3388,FAO data based on imputation methodology
Austria,Hops,455,Official data
Austria,"Leeks, other alliaceous vegetables",5452,Official data
Austria,Lettuce and chicory,39510,Official data
Austria,Linseed,1491,Official data
Austria,Lupins,286,Official data
Austria,Maize,2130339,Official data
Austria,"Maize, green",13288,Official data
Austria,"Melons, other (inc.cantaloupes)",,Data not available
Austria,Millet,10864,FAO data based on imputation methodology
Austria,Mushrooms and truffles,1900,Official data
Austria,Oats,74716,Official data
Austria,Oilseeds nes,18455,Official data
Austria,"Onions, dry",132197,Official data
Austria,Peaches and nectarines,2671,Official data
Austria,Pears,111336,Official data
Austria,"Peas, dry",16501,Official data
Austria,"Peas, green",9787,Official data
Austria,Plums and sloes,9558,Unofficial figure
Austria,Poppy seed,1574,Official data
Austria,Potatoes,697931,Official data
Austria,Pulses nes,9242,Official data
Austria,"Pumpkins, squash and gourds",26966,Official data
Austria,Quinces,,Data not available
Austria,Rapeseed,120690,Official data
Austria,Raspberries,651,Official data
Austria,Rye,177447,Official data
Austria,Sorghum,27586,Official data
Austria,Soybeans,184342,Official data
Austria,Spices nes,,Data not available
Austria,Spinach,12934,Official data
Austria,Strawberries,10878,Official data
Austria,Sugar beet,2150192,Official data
Austria,Sunflower seed,60304,Official data
Austria,"Tobacco, unmanufactured",104,FAO data based on imputation methodology
Austria,Tomatoes,58154,Official data
Austria,Triticale,278581,Official data
Austria,"Vegetables, fresh nes",38626,Official data
Austria,"Vegetables, leguminous nes",419,Official data
Austria,Vetches,3264,Official data
Austria,"Walnuts, with shell",5938,Official data
Austria,Watermelons,1003,Official data
Austria,Wheat,1370960,Official data
Azerbaijan,"Almonds, with shell",1037,Official data
Azerbaijan,Apples,277158,Official data
Azerbaijan,Apricots,28566,Official data
Azerbaijan,Barley,916036,Official data
Azerbaijan,"Beans, dry",10170,Official data
Azerbaijan,"Beans, green",106,FAO data based on imputation methodology
Azerbaijan,Berries nes,20831,Official data
Azerbaijan,"Broad beans, horse beans, dry",135,Official data
Azerbaijan,Cabbages and other brassicas,108745,Official data
Azerbaijan,Carrots and turnips,40667,Official data
Azerbaijan,Cherries,11062,Official data
Azerbaijan,"Cherries, sour",38853,Official data
Azerbaijan,Chestnut,614,Official data
Azerbaijan,"Chillies and peppers, green",49647,Official data
Azerbaijan,Cotton lint,61038,Official data
Azerbaijan,Cottonseed,130000,Unofficial figure
Azerbaijan,Cranberries,2874,FAO data based on imputation methodology
Azerbaijan,Cucumbers and gherkins,223790,Official data
Azerbaijan,Currants,2296,FAO data based on imputation methodology
Azerbaijan,Eggplants (aubergines),79724,Official data
Azerbaijan,Figs,11215,Official data
Azerbaijan,"Fruit, citrus nes",4418,FAO data based on imputation methodology
Azerbaijan,"Fruit, fresh nes",188672,FAO data based on imputation methodology
Azerbaijan,Garlic,44914,Official data
Azerbaijan,Grapes,167591,Official data
Azerbaijan,"Hazelnuts, with shell",52067,Official data
Azerbaijan,Lemons and limes,4615,Official data
Azerbaijan,Lentils,1221,Official data
Azerbaijan,Linseed,,Data not available
Azerbaijan,Maize,247939,Official data
Azerbaijan,"Melons, other (inc.cantaloupes)",94668,Official data
Azerbaijan,Millet,2792,Official data
Azerbaijan,Mushrooms and truffles,1500,FAO estimate
Azerbaijan,Nuts nes,4272,FAO data based on imputation methodology
Azerbaijan,Oats,10516,Official data
Azerbaijan,Oilseeds nes,22799,FAO data based on imputation methodology
Azerbaijan,Olives,1073,Official data
Azerbaijan,"Onions, dry",235470,Official data
Azerbaijan,"Onions, shallots, green",2080,FAO data based on imputation methodology
Azerbaijan,Oranges,3090,Official data
Azerbaijan,Peaches and nectarines,26311,Official data
Azerbaijan,Pears,52259,Official data
Azerbaijan,"Peas, dry",26632,Official data
Azerbaijan,"Peas, green",2496,Official data
Azerbaijan,Persimmons,160092,Official data
Azerbaijan,Pistachios,22,Official data
Azerbaijan,Plums and sloes,36415,Official data
Azerbaijan,Potatoes,898914,Official data
Azerbaijan,Pulses nes,10394,Official data
Azerbaijan,"Pumpkins, squash and gourds",27930,Official data
Azerbaijan,Quinces,32290,Official data
Azerbaijan,Raspberries,11960,FAO data based on imputation methodology
Azerbaijan,"Rice, paddy",11975,Official data
Azerbaijan,Rye,680,Official data
Azerbaijan,Seed cotton,233592,Official data
Azerbaijan,Sorghum,198,Official data
Azerbaijan,Soybeans,41,FAO data based on imputation methodology
Azerbaijan,Spices nes,,Data not available
Azerbaijan,Sugar beet,277217,Official data
Azerbaijan,Sunflower seed,23586,Official data
Azerbaijan,"Tangerines, mandarins, clementines, satsumas",37017,Official data
Azerbaijan,Tea,869,Official data
Azerbaijan,"Tobacco, unmanufactured",6317,Official data
Azerbaijan,Tomatoes,609179,Official data
Azerbaijan,"Vegetables, fresh nes",99369,Official data
Azerbaijan,"Walnuts, with shell",11745,Official data
Azerbaijan,Watermelons,307276,Official data
Azerbaijan,Wheat,1991683,Official data
Bahamas,Avocados,1396,FAO data based on imputation methodology
Bahamas,Bananas,9760,FAO data based on imputation methodology
